1548610795 5 frozen ZCrone 43 68 49980 9564 0 0 0 4600 910 18990 3210 22080 5007 2600 600 1710 217 0 0
1548610795 5 frozen starch 68 43 55330 15336 0 0 0 4200 1100 19800 5910 19080 4545 7300 3500 4950 580 0 0
1548612355 5 frozen Redon 52 68 44240 12325 3 0 0 2200 740 12090 3150 18480 6649 5800 2000 5670 520 0 0
1548612355 5 frozen starch 65 55 56740 15246 0 0 0 5000 2010 22410 6360 19680 4459 5600 2400 4050 339 0 0
1548613127 5 academy Redon 61 48 52390 14499 2 0 0 7800 1810 12990 3090 22200 7162 6700 2700 2700 244 0 0
1548613127 5 academy Ren4rd 45 64 55600 10861 1 0 0 2000 500 17910 2490 29640 7119 3800 1000 2250 109 0 0
1548614120 5 turbine starch 104 87 78440 23866 2 0 0 5800 990 41730 12150 20640 6051 8200 4800 2070 277 0 0
1548614120 5 turbine Honzik1 83 108 69480 18709 2 0 0 3600 740 40680 10170 12480 3787 12000 4200 720 114 0 0
1548616314 5 frozen hades 46 46 47110 10860 1 100 0 1600 240 16110 2970 15960 2998 11900 4800 1440 44 0 0
1548616314 5 frozen lagout 45 47 50620 10335 0 0 0 4000 850 15840 3660 21240 3194 7200 2600 2340 119 0 0
