1512321403 0 corruption Lokio 32 9 41115 8620 1 0 0 2000 790 27180 5160 7680 1628 2200 800 900 336 1155 280
1512321403 0 corruption Alluro 7 34 15725 3570 1 0 0 2600 630 5670 1380 5400 1305 500 100 1170 236 385 35
1512322133 0 metl2 Lokio 29 37 32955 9540 2 0 0 6200 1340 13170 4200 11280 3741 300 100 1620 595 385 245
1512322133 0 metl2 Redon 34 32 31745 9869 1 0 0 1200 260 5880 1410 18360 6099 3000 1500 1800 495 1505 805
1512322838 0 metl4 Alluro 27 24 24065 7765 1 0 0 3600 1690 9540 2790 9360 3292 600 100 720 187 245 70
1512322838 0 metl4 Toph 23 28 32100 7790 0 50 0 12200 2620 13410 3930 3240 414 700 400 1800 44 700 420
1512323560 0 corruption Toph 7 29 17015 3603 0 0 0 1400 170 9300 1980 2040 448 1900 600 1080 70 1295 385
1512323560 0 corruption Frosty 29 7 42900 8595 0 0 0 6400 2250 17160 2580 11520 2879 3600 700 3240 106 980 315
1512324261 0 metl3 Toph 5 52 15900 3792 1 50 0 800 180 3330 690 6360 1341 2000 800 1890 156 1470 735
1512324261 0 metl3 Lokio 51 6 47015 10627 0 50 0 1200 140 33900 7680 8520 2050 700 500 1980 177 665 210
1512325219 0 corruption Lokio 13 26 29510 5873 1 200 0 2400 650 14160 3480 8520 1732 2900 300 630 114 700 70
1512325219 0 corruption Honzik1 24 15 34050 6734 1 0 0 4800 1660 21840 3930 1560 0 3600 900 2250 337 0 0
1512325912 0 metl4 Honzik1 48 16 44295 12466 1 0 0 3800 1100 21990 4800 11280 3001 5000 3500 1980 276 245 70
1512325912 0 metl4 Toph 14 50 25175 6323 1 200 0 4200 1190 8370 2610 4200 1584 600 100 6030 329 1575 630
