1575826080 5 ot ZCrone 55 79 62020 12867 0 0 0 3800 770 30480 5910 20160 4965 5600 1400 1980 84 0 0
1575826080 5 ot Gangler 77 57 66820 17399 2 0 0 5000 1180 22560 5970 26520 5535 11300 4700 1440 129 0 0
1575826938 5 ot secrets 67 51 65580 14703 0 0 0 5600 900 27960 6510 18600 3667 11800 3500 1620 220 0 0
1575826938 5 ot Mantra 51 67 68890 11424 0 0 0 3400 480 24810 4110 26400 4182 11400 2700 2880 350 0 0
1575827766 5 aard3c ZCrone 46 52 49230 11938 3 0 0 2800 890 12930 3240 26280 7302 1100 200 6120 664 0 0
1575827766 5 aard3c hamon 41 57 48100 11323 8 0 0 1000 170 8160 1350 33120 10277 600 200 5220 444 0 0
1575828698 5 memento Mantra 47 75 61760 10705 0 1050 0 4000 550 23790 3480 18600 2923 10900 3800 3420 323 0 0
1575828698 5 memento Plata 75 47 45380 16516 0 0 0 2000 420 8700 2880 18720 4754 15600 8500 360 41 0 0
1575829902 5 turbine secrets 83 60 72750 18972 0 0 0 5400 980 29550 6450 31200 9915 6600 1700 0 0 0 0
1575829902 5 turbine Mod 59 84 69350 13565 1 0 0 5400 810 32610 6210 19800 4959 8300 1800 3240 50 0 0
