1575827880 5 ot Galaxy 51 61 68160 11779 0 0 0 2000 420 22500 4380 25920 4241 9100 2700 8640 472 0 0
1575827880 5 ot Gangler 60 52 63260 13471 1 0 0 5400 1270 21180 4770 25560 4258 9500 3300 1620 81 0 0
1575828666 5 turbine hades 73 72 63590 16504 0 0 0 4400 1150 31830 7770 16080 4037 11100 3800 180 0 0 0
1575828666 5 turbine secrets 69 76 69890 15989 3 0 0 4000 1020 34620 6960 23880 5678 7300 2700 90 0 0 0
1575829637 5 simplicity Galaxy 77 67 70950 17777 1 0 0 5000 1270 25170 5760 24480 7793 7300 3000 9000 834 0 0
1575829637 5 simplicity Tay|Z 63 81 61730 14092 3 0 0 5400 1410 27630 6030 22200 5311 3800 1300 2700 295 0 0
1575830776 5 ot starch 71 68 69050 16592 0 0 0 3400 1280 29250 7680 24960 4881 6400 2900 5040 235 0 0
1575830776 5 ot Rexus 67 72 61730 14585 1 0 0 2400 730 24300 6300 23640 4664 6800 3100 4590 135 0 0
1575831679 5 memento Galaxy 49 54 61020 10968 0 0 0 2400 460 18330 3510 22680 4485 8700 2700 8910 230 0 0
1575831679 5 memento Plata 54 49 42870 11887 0 0 0 1800 380 9420 1950 16320 3306 14700 6400 630 0 0 0
1575832553 5 turbine hades 86 75 67000 19115 0 0 0 4800 1460 32970 8550 17640 3851 10600 5200 990 191 0 0
1575832553 5 turbine Plata 75 86 55120 17243 0 0 0 3400 1190 16050 4350 18000 3811 16500 7900 1170 127 0 0
1575833383 5 ot hades 69 65 62840 15343 1 0 0 3200 690 27180 6180 19920 3958 12000 4800 540 0 0 0
1575833383 5 ot Gangler 64 70 56720 14054 0 0 0 5400 1450 24390 4860 14280 2687 12200 5300 450 38 0 0
1575834200 5 simplicity hades 76 99 62320 17437 1 50 0 4200 1300 35490 8550 12840 3961 9200 3900 540 0 0 0
1575834200 5 simplicity Rexus 96 79 74570 22082 2 0 0 9200 2610 31590 10020 24960 6683 5400 2800 3420 445 0 0
1575835224 5 turbine starch 100 89 81240 23089 1 0 0 5400 1850 36810 10260 30240 8169 6000 2800 2790 312 0 0
1575835224 5 turbine Rexus 87 102 74480 19836 1 0 0 4000 1150 35880 9630 26400 5803 6400 3400 1800 240 0 0
1575835893 5 frozen starch 58 54 57000 13250 0 0 0 2600 890 19380 5130 21960 4644 5500 2700 7560 468 0 0
1575835893 5 frozen Rexus 53 59 51340 11906 1 0 0 3800 780 15600 4050 20640 3439 6800 3700 4500 179 0 0
