1508097045 3 0 Headway 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097045 3 0 Lokio 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097046 3 0 Bertolt_Brecht 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097046 3 0 yggdrasil 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097047 3 0 Fear 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097047 3 0 yggdrasil 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097048 3 0 Josh22 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1508097048 3 0 yggdrasil 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510517618 3 0 Rudi 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510517618 3 0 Gangler 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510511522 3 0 Khornettoh 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510511522 3 0 Rudi 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510516678 3 0 Rudi 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510516678 3 0 lagout 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510514414 3 0 Rudi 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510514414 3 0 Phönix 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510507873 3 0 Toph 99999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1510507873 3 0 Rudi 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
